log_id,transaction_id,settlement_id,gateway,event_type,status,timestamp,response_code,message
GWL-00190,TXN-10088,,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 13:23:00,200,Payment request received by gateway
GWL-00191,TXN-10088,,PayFlux,PAYMENT_FAILED,FAILED,2026-08-31 13:23:43,500,Gateway internal error while authorizing payment
GWL-00192,TXN-10089,,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 15:48:00,200,Payment request received by gateway
GWL-00193,TXN-10089,,PayFlux,PAYMENT_FAILED,FAILED,2026-08-31 15:48:03,500,Gateway internal error while authorizing payment
GWL-00194,TXN-10090,SET-009,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 15:49:00,200,Payment request received by gateway
GWL-00195,TXN-10090,SET-009,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-08-31 15:49:14,201,Payment authorized by acquirer
GWL-00196,TXN-10091,SET-009,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 17:36:00,200,Payment request received by gateway
GWL-00197,TXN-10091,SET-009,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-08-31 17:36:03,201,Payment authorized by acquirer
GWL-00198,TXN-10092,,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 18:36:00,200,Payment request received by gateway
GWL-00199,TXN-10092,,PayFlux,PAYMENT_FAILED,FAILED,2026-08-31 18:36:41,500,Gateway internal error while authorizing payment
GWL-00200,TXN-10093,SET-009,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 19:00:00,200,Payment request received by gateway
GWL-00201,TXN-10093,SET-009,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-08-31 19:00:17,201,Payment authorized by acquirer
GWL-00202,TXN-10094,SET-009,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-08-31 19:27:00,200,Payment request received by gateway
GWL-00203,TXN-10094,SET-009,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-08-31 19:27:10,201,Payment authorized by acquirer
GWL-00204,,SET-009,PayFlux,SETTLEMENT_CREATED,CREATED,2026-08-31 22:05:00,201,Settlement batch created from 8 authorized transactions
GWL-00205,,SET-009,PayFlux,SETTLEMENT_SUBMITTED,FAILED,2026-08-31 22:30:00,500,Gateway internal error while submitting settlement file to bank
GWL-00206,TXN-10107,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 08:25:00,200,Payment request received by gateway
GWL-00207,TXN-10107,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 08:25:12,201,Payment authorized by acquirer
GWL-00208,TXN-10095,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 08:52:00,200,Payment request received by gateway
GWL-00209,TXN-10095,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 08:52:32,201,Payment authorized by acquirer
GWL-00210,TXN-10096,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 09:34:00,200,Payment request received by gateway
GWL-00211,TXN-10096,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 09:34:44,201,Payment authorized by acquirer
GWL-00212,TXN-10108,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 10:38:00,200,Payment request received by gateway
GWL-00213,TXN-10108,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 10:38:21,201,Payment authorized by acquirer
GWL-00214,TXN-10109,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 10:46:00,200,Payment request received by gateway
GWL-00215,TXN-10109,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 10:46:08,201,Payment authorized by acquirer
GWL-00216,TXN-10110,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 11:01:00,200,Payment request received by gateway
GWL-00217,TXN-10110,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 11:01:39,201,Payment authorized by acquirer
GWL-00218,TXN-10111,,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 11:03:00,200,Payment request received by gateway
GWL-00219,TXN-10111,,QuickSettle,PAYMENT_FAILED,FAILED,2026-09-01 11:03:03,402,Insufficient balance on customer card
GWL-00220,TXN-10097,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 11:28:00,200,Payment request received by gateway
GWL-00221,TXN-10097,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 11:28:09,201,Payment authorized by acquirer
GWL-00222,TXN-10112,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 12:02:00,200,Payment request received by gateway
GWL-00223,TXN-10112,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 12:02:38,201,Payment authorized by acquirer
GWL-00224,TXN-10098,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 12:17:00,200,Payment request received by gateway
GWL-00225,TXN-10098,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 12:17:38,201,Payment authorized by acquirer
GWL-00226,TXN-10099,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 12:30:00,200,Payment request received by gateway
GWL-00227,TXN-10099,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 12:30:15,201,Payment authorized by acquirer
GWL-00228,TXN-10100,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 12:43:00,200,Payment request received by gateway
GWL-00229,TXN-10100,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 12:43:31,201,Payment authorized by acquirer
GWL-00230,TXN-10113,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 13:40:00,200,Payment request received by gateway
GWL-00231,TXN-10113,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 13:40:45,201,Payment authorized by acquirer
GWL-00232,TXN-10101,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 13:51:00,200,Payment request received by gateway
GWL-00233,TXN-10101,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 13:51:18,201,Payment authorized by acquirer
GWL-00234,TXN-10114,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 15:01:00,200,Payment request received by gateway
GWL-00235,TXN-10114,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 15:01:26,201,Payment authorized by acquirer
GWL-00236,TXN-10115,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 15:02:00,200,Payment request received by gateway
GWL-00237,TXN-10115,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 15:02:27,201,Payment authorized by acquirer
GWL-00238,TXN-10102,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 15:13:00,200,Payment request received by gateway
GWL-00239,TXN-10102,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 15:13:25,201,Payment authorized by acquirer
GWL-00240,TXN-10103,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 16:20:00,200,Payment request received by gateway
GWL-00241,TXN-10103,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 16:20:12,201,Payment authorized by acquirer
GWL-00242,TXN-10104,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 16:37:00,200,Payment request received by gateway
GWL-00243,TXN-10104,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 16:37:40,201,Payment authorized by acquirer
GWL-00244,TXN-10116,SET-011,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-01 18:35:00,200,Payment request received by gateway
GWL-00245,TXN-10116,SET-011,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 18:35:14,201,Payment authorized by acquirer
GWL-00246,TXN-10105,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 18:49:00,200,Payment request received by gateway
GWL-00247,TXN-10105,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 18:49:40,201,Payment authorized by acquirer
GWL-00248,TXN-10106,SET-010,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-01 19:43:00,200,Payment request received by gateway
GWL-00249,TXN-10106,SET-010,PayFlux,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-01 19:43:09,201,Payment authorized by acquirer
GWL-00250,,SET-010,PayFlux,SETTLEMENT_CREATED,CREATED,2026-09-01 22:05:00,201,Settlement batch created from 12 authorized transactions
GWL-00251,,SET-011,QuickSettle,SETTLEMENT_CREATED,CREATED,2026-09-01 22:05:00,201,Settlement batch created from 9 authorized transactions
GWL-00252,,SET-010,PayFlux,SETTLEMENT_SUBMITTED,SUBMITTED,2026-09-01 22:30:00,200,Settlement file submitted to bank for payout
GWL-00253,,SET-011,QuickSettle,SETTLEMENT_SUBMITTED,SUBMITTED,2026-09-01 22:30:00,200,Settlement file submitted to bank for payout
GWL-00254,TXN-10117,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 08:28:00,200,Payment request received by gateway
GWL-00255,TXN-10117,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 08:28:06,201,Payment authorized by acquirer
GWL-00256,TXN-10118,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 09:58:00,200,Payment request received by gateway
GWL-00257,TXN-10118,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 09:58:39,201,Payment authorized by acquirer
GWL-00258,TXN-10125,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 10:07:00,200,Payment request received by gateway
GWL-00259,TXN-10125,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 10:07:09,400,Invalid CVV in payment request
GWL-00260,TXN-10126,SET-013,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 10:10:00,200,Payment request received by gateway
GWL-00261,TXN-10126,SET-013,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 10:10:04,201,Payment authorized by acquirer
GWL-00262,TXN-10127,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 13:02:00,200,Payment request received by gateway
GWL-00263,TXN-10127,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 13:02:24,400,Invalid CVV in payment request
GWL-00264,TXN-10128,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 13:07:00,200,Payment request received by gateway
GWL-00265,TXN-10128,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 13:07:29,400,Invalid CVV in payment request
GWL-00266,TXN-10129,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 13:16:00,200,Payment request received by gateway
GWL-00267,TXN-10129,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 13:16:25,402,Card declined by issuing bank
GWL-00268,TXN-10130,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 13:34:00,200,Payment request received by gateway
GWL-00269,TXN-10130,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 13:34:34,400,Invalid CVV in payment request
GWL-00270,TXN-10119,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 13:39:00,200,Payment request received by gateway
GWL-00271,TXN-10119,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 13:39:42,201,Payment authorized by acquirer
GWL-00272,TXN-10120,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 14:49:00,200,Payment request received by gateway
GWL-00273,TXN-10120,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 14:49:17,201,Payment authorized by acquirer
GWL-00274,TXN-10131,SET-013,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 14:52:00,200,Payment request received by gateway
GWL-00275,TXN-10131,SET-013,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 14:52:23,201,Payment authorized by acquirer
GWL-00276,TXN-10132,SET-013,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 14:58:00,200,Payment request received by gateway
GWL-00277,TXN-10132,SET-013,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 14:58:02,201,Payment authorized by acquirer
GWL-00278,TXN-10133,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 16:39:00,200,Payment request received by gateway
GWL-00279,TXN-10133,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 16:39:28,402,Insufficient balance on customer card
GWL-00280,TXN-10121,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 16:41:00,200,Payment request received by gateway
GWL-00281,TXN-10121,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 16:41:08,201,Payment authorized by acquirer
GWL-00282,TXN-10122,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 17:09:00,200,Payment request received by gateway
GWL-00283,TXN-10122,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 17:09:21,201,Payment authorized by acquirer
GWL-00284,TXN-10134,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 17:27:00,200,Payment request received by gateway
GWL-00285,TXN-10134,,DemoPay,PAYMENT_RECEIVED,PENDING,2026-09-02 17:27:08,202,Awaiting authorization from acquirer
GWL-00286,TXN-10123,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 18:56:00,200,Payment request received by gateway
GWL-00287,TXN-10123,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 18:56:45,201,Payment authorized by acquirer
GWL-00288,TXN-10135,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 19:19:00,200,Payment request received by gateway
GWL-00289,TXN-10135,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 19:19:29,402,Insufficient balance on customer card
GWL-00290,TXN-10136,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 19:22:00,200,Payment request received by gateway
GWL-00291,TXN-10136,,DemoPay,PAYMENT_FAILED,FAILED,2026-09-02 19:22:42,402,Insufficient balance on customer card
GWL-00292,TXN-10124,SET-012,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-02 19:35:00,200,Payment request received by gateway
GWL-00293,TXN-10124,SET-012,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 19:35:40,201,Payment authorized by acquirer
GWL-00294,TXN-10137,SET-013,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-02 19:53:00,200,Payment request received by gateway
GWL-00295,TXN-10137,SET-013,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-02 19:53:11,201,Payment authorized by acquirer
GWL-00296,,SET-012,QuickSettle,SETTLEMENT_CREATED,CREATED,2026-09-02 22:05:00,201,Settlement batch created from 8 authorized transactions
GWL-00297,,SET-013,DemoPay,SETTLEMENT_CREATED,CREATED,2026-09-02 22:05:00,201,Settlement batch created from 4 authorized transactions
GWL-00298,,SET-012,QuickSettle,SETTLEMENT_SUBMITTED,SUBMITTED,2026-09-02 22:30:00,200,Settlement file submitted to bank for payout
GWL-00299,,SET-013,DemoPay,SETTLEMENT_SUBMITTED,SUBMITTED,2026-09-02 22:30:00,200,Settlement file submitted to bank for payout
GWL-00300,TXN-10138,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 08:25:00,200,Payment request received by gateway
GWL-00301,TXN-10138,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 08:25:29,201,Payment authorized by acquirer
GWL-00302,TXN-10139,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 08:47:00,200,Payment request received by gateway
GWL-00303,TXN-10139,,DemoPay,PAYMENT_RECEIVED,PENDING,2026-09-03 08:47:13,202,Awaiting authorization from acquirer
GWL-00304,TXN-10140,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 09:14:00,200,Payment request received by gateway
GWL-00305,TXN-10140,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 09:14:35,201,Payment authorized by acquirer
GWL-00306,TXN-10141,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 11:19:00,200,Payment request received by gateway
GWL-00307,TXN-10141,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 11:19:43,201,Payment authorized by acquirer
GWL-00308,TXN-10142,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 12:10:00,200,Payment request received by gateway
GWL-00309,TXN-10142,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 12:10:19,201,Payment authorized by acquirer
GWL-00310,TXN-10143,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 15:04:00,200,Payment request received by gateway
GWL-00311,TXN-10143,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 15:04:41,201,Payment authorized by acquirer
GWL-00312,TXN-10144,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 15:46:00,200,Payment request received by gateway
GWL-00313,TXN-10144,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 15:46:36,201,Payment authorized by acquirer
GWL-00314,TXN-10145,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 16:06:00,200,Payment request received by gateway
GWL-00315,TXN-10145,,DemoPay,PAYMENT_RECEIVED,PENDING,2026-09-03 16:06:32,202,Awaiting authorization from acquirer
GWL-00316,TXN-10146,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 17:49:00,200,Payment request received by gateway
GWL-00317,TXN-10146,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 17:49:31,201,Payment authorized by acquirer
GWL-00318,TXN-10147,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 18:25:00,200,Payment request received by gateway
GWL-00319,TXN-10147,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 18:25:29,201,Payment authorized by acquirer
GWL-00320,TXN-10148,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 18:44:00,200,Payment request received by gateway
GWL-00321,TXN-10148,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 18:44:39,201,Payment authorized by acquirer
GWL-00322,TXN-10149,SET-014,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-03 19:53:00,200,Payment request received by gateway
GWL-00323,TXN-10149,SET-014,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-03 19:53:19,201,Payment authorized by acquirer
GWL-00324,,SET-014,DemoPay,SETTLEMENT_CREATED,CREATED,2026-09-03 22:05:00,201,Settlement batch created from 10 authorized transactions
GWL-00325,,SET-014,DemoPay,SETTLEMENT_SUBMITTED,SUBMITTED,2026-09-03 22:30:00,200,Settlement file submitted to bank for payout
GWL-00326,TXN-10153,,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-04 10:47:00,200,Payment request received by gateway
GWL-00327,TXN-10153,,PayFlux,PAYMENT_FAILED,FAILED,2026-09-04 10:47:19,402,Insufficient balance on customer card
GWL-00328,TXN-10154,,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-04 11:48:00,200,Payment request received by gateway
GWL-00329,TXN-10154,,QuickSettle,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-04 11:48:17,201,Payment authorized by acquirer
GWL-00330,TXN-10155,,QuickSettle,PAYMENT_RECEIVED,RECEIVED,2026-09-04 11:49:00,200,Payment request received by gateway
GWL-00331,TXN-10155,,QuickSettle,PAYMENT_RECEIVED,PENDING,2026-09-04 11:49:31,202,Awaiting authorization from acquirer
GWL-00332,TXN-10152,,PayFlux,PAYMENT_RECEIVED,RECEIVED,2026-09-04 12:53:00,200,Payment request received by gateway
GWL-00333,TXN-10152,,PayFlux,PAYMENT_RECEIVED,PENDING,2026-09-04 12:53:07,202,Awaiting authorization from acquirer
GWL-00334,TXN-10150,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-04 13:20:00,200,Payment request received by gateway
GWL-00335,TXN-10150,,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-04 13:20:22,201,Payment authorized by acquirer
GWL-00336,TXN-10151,,DemoPay,PAYMENT_RECEIVED,RECEIVED,2026-09-04 13:52:00,200,Payment request received by gateway
GWL-00337,TXN-10151,,DemoPay,PAYMENT_AUTHORIZED,AUTHORIZED,2026-09-04 13:52:17,201,Payment authorized by acquirer
